date,msci,lmex,copper,aluminum,nickel,tin,zinc,lead
30-12-94,172.466,1781.6,3033,1955,8835,6116,1137.3,654.5
02-01-95,172.545,1781.6,3033,1955,8835,6116,1137.3,654.5
03-01-95,170.352,1789.15,2994,2007,8900,6032,1142.8,657
04-01-95,167.154,1749.43,2908.5,1970.8,8786,5962,1125.8,649
05-01-95,167.246,1776.52,2952,2005.8,9093,6009,1138,649.8
06-01-95,166.229,1796.89,3000,2022,9262,6025,1140,659
09-01-95,165.108,1804.64,3015,2033.5,9151,6059,1149.3,663.8
10-01-95,164.516,1806.91,3039.5,2014.3,9349,6010,1144.5,663.8
11-01-95,166.223,1790.89,3003,2001.2,9333,6000,1136.5,651.5
12-01-95,167.894,1808,3009.5,2025.3,9602,6061,1143.2,654.3
13-01-95,168.151,1817.86,3028.5,2032,9605,6106,1145.2,660.3
16-01-95,168.886,1803.89,2957,2048.3,9529,6109,1140,645
17-01-95,167.926,1817.66,2981.5,2053,9740,6188,1160,656.5
18-01-95,168.205,1844.48,3038,2076,9799,6341,1172.3,665.8
19-01-95,166.566,1862.67,3067.5,2097,9940,6407,1202,672.5
20-01-95,165.004,1874.36,3057,2131.5,9992,6485,1204.3,692.8
23-01-95,161.549,1868.3,3034,2137,9960,6462,1194,693
24-01-95,162.175,1876.42,3046.5,2148.3,10127,6461,1190.3,690.5
25-01-95,163.38,1850.19,3009.5,2114.5,10007,6405,1165.8,680
26-01-95,163.898,1839.57,2991,2123.5,10019,6291,1157.5,678.2
27-01-95,162.89,1837.15,3002.5,2092.5,10046,6292,1150.8,677.2
30-01-95,161.171,1816.8,2976,2073.8,9864,6190,1128,657.5
31-01-95,160.423,1825,2974.3,2103.5,9884,6136,1130.3,644.7
01-02-95,160.567,1782.55,2887.8,2070.3,9611,5824,1116,626.8
02-02-95,160.551,1787.76,2890,2090,9675,5666,1117.5,625.3
03-02-95,160.377,1763.56,2866.3,2067,9287,5589,1091.3,600
06-02-95,160.285,1715.64,2821,2005.6,8743,5570,1029.3,575.9
07-02-95,158.17,1694.02,2832,1935,8550,5479,1028.8,580.6
08-02-95,156.59,1640.14,2812,1823.5,7867,5312,1009.3,564
09-02-95,156.713,1685.7,2854.3,1908.7,8168,5366,1008.5,575.5
10-02-95,157.44,1701.85,2900.4,1909,8386,5464,1020.7,576.3
13-02-95,157.112,1690.71,2897,1886.5,8365,5454,1001.8,554.8
14-02-95,156.269,1682.82,2909,1849,8315,5298,1003,565.3
15-02-95,155.838,1676.11,2886.5,1850.5,8219,5298,997.3,567.5
16-02-95,155.581,1690.41,2894,1882,8338,5330,1011.8,577.4
17-02-95,156.175,1692.95,2882,1881,8428,5426,1044.3,578.8
20-02-95,157.046,1697.18,2880,1906.5,8346,5432,1034,579.8
21-02-95,157.042,1699.92,2886,1897.3,8421,5528,1043,587.5
22-02-95,157.434,1679.34,2867,1859.3,8293,5479,1025,582.3
23-02-95,157.69,1661.17,2850.5,1834.5,8133,5326,1015,576.5
24-02-95,157.231,1664.14,2858,1832.3,8104,5384,1024,579.3
27-02-95,155.096,1654.39,2864,1811.5,7929,5331,1005,570.9
28-02-95,156.424,1618.77,2848,1758.3,7175,5105,991.5,558.9
01-03-95,154.549,1614.5,2833,1750.8,7312,5217,998.5,556
02-03-95,155.098,1646.56,2887,1790.3,7397,5373,1036.3,574.5
03-03-95,156.355,1685.8,2911,1872.5,7769,5366,1050.3,599
06-03-95,156.89,1656.97,2889,1822.5,7470,5280,1028.2,571.2
07-03-95,157.548,1639.48,2877.3,1780.3,7503,5283,1014.2,570
08-03-95,157.002,1659.85,2904.5,1803.5,7701,5411,1026.3,582
09-03-95,156.493,1670.06,2902,1814.5,7685,5494,1032.9,583
10-03-95,156.858,1667.88,2907.5,1812.5,7639,5487,1021.5,572
13-03-95,157.803,1674.54,2924,1823.5,7580,5474,1021.8,569
14-03-95,157.456,1667.91,2920,1806.5,7561,5420,1018,571
15-03-95,160.091,1645.65,2896,1765.8,7407,5384,1003,577
16-03-95,159.738,1638.7,2898,1755.8,7247,5451,998.8,574.5
17-03-95,158.969,1640.25,2893,1758,7256,5504,1013.8,578.5
20-03-95,157.31,1627.54,2904,1721.8,7194,5507,1008.3,577
21-03-95,157.305,1640,2932,1739.3,7279,5539,1022.3,585.8
22-03-95,155.994,1677.58,2961,1804,7667,5840,1043.3,602.5
23-03-95,155.527,1689.03,2963,1834,7768,5780,1029.8,612
24-03-95,155.812,1690.87,2966,1842,7749,5783,1030.8,611.3
27-03-95,156.874,1682.52,2956,1827,7624,5727,1020,599.5
28-03-95,158.86,1676.76,2941,1821,7639,5750,1020,599
29-03-95,159.322,1666.25,2957,1793,7554,5669,1014,586.5
30-03-95,159.942,1679.91,2955,1833,7587,5697,1025,587.8
31-03-95,162.647,1690.49,2973.5,1852,7619,5753,1034.3,593.3
03-04-95,160.782,1702.11,2982,1880.5,7611,5823,1041,595.5
04-04-95,162.64,1709.67,2962.5,1902,7673,5846,1064,605.8
05-04-95,165.079,1705.54,2950,1892.5,7695,5852,1059.3,604.5
06-04-95,166.406,1689.97,2942.5,1855.5,7603,5816,1047,601.8
07-04-95,166.838,1695.51,2967,1850,7649,5852,1059.5,604.5
10-04-95,167.031,1690.52,2959.5,1851.5,7541,5829,1048.8,598.8
11-04-95,166.548,1685.54,2953.5,1850.8,7325,5831,1049.5,601.3
12-04-95,167.148,1684.68,2941,1854.3,7368,5825,1060,604.3
13-04-95,168.34,1666.51,2917,1828,7378,5770,1047.8,602.5
14-04-95,167.603,1666.51,2917,1828,7378,5770,1047.8,602.5
17-04-95,170.026,1666.51,2917,1828,7378,5770,1047.8,602.5
18-04-95,170.905,1676.89,2928.5,1851,7258,5801,1064,603.8
19-04-95,171.517,1648.38,2858,1820,7182,5739,1053,600.5
20-04-95,169.884,1655.16,2863,1837,7297,5888,1055,606.5
21-04-95,169.877,1681.63,2869.5,1907,7457,5940,1075,634
24-04-95,169.463,1677.94,2849,1906,7463,6031,1074.5,629.8
25-04-95,170.92,1629.25,2763.5,1844,7235,5930,1058.5,609
26-04-95,168.479,1618.38,2774,1799,7227,5900,1066.8,610.5
27-04-95,169.468,1638.54,2793,1841,7340,5953,1095.5,613
28-04-95,169.124,1633.37,2824,1803,7259,5955,1095.5,612.3
01-05-95,169.212,1609.64,2784,1772,7099,5895,1076.3,606.3
02-05-95,170.628,1611.7,2764,1798,7008,5985,1070.5,604.5
03-05-95,171.182,1610.75,2751,1795,6978,5990,1070.8,604
04-05-95,171.839,1592.34,2719.5,1765,7003,5977,1048,606.4
05-05-95,170.76,1586.65,2718,1760.3,7028,5958,1020,587.3
08-05-95,171.155,1586.65,2718,1760.3,7028,5958,1020,587.3
09-05-95,170.057,1584.2,2741,1737.5,7022,5973,1018,568.8
10-05-95,168.261,1573.81,2734,1714,6934,5866,1016,563
11-05-95,165.986,1585.38,2732,1741.2,7028,5765,1025,573.1
12-05-95,165.582,1593.02,2755.8,1735,7113,5753,1029.5,589.3
15-05-95,166.297,1591.04,2748,1737,7035,5770,1029,587
16-05-95,166.756,1603.77,2761,1747.5,7334,5947,1033,594.3
17-05-95,167.476,1591.9,2748.5,1719.5,7342,5828,1031.3,594.5
18-05-95,166.025,1593.61,2744,1731.5,7363,5764,1027.5,591.5
19-05-95,164.806,1598.48,2742.5,1740,7528,5837,1028.3,601
22-05-95,164.02,1604.46,2720,1771.5,7634,5943,1032,609.5
23-05-95,165.629,1632.24,2778,1815,7571,5973,1040.5,611
24-05-95,166.176,1637.66,2826,1802.3,7564,5980,1036.5,605.3
25-05-95,166.701,1648.74,2855,1806,7567,6000,1046,604.3
26-05-95,167.336,1646.78,2843,1803,7578,6106,1034.8,608.8
29-05-95,166.929,1646.78,2843,1803,7578,6106,1034.8,608.8
30-05-95,166.322,1648.56,2849,1811,7538,6050,1022.3,605.5
31-05-95,164.37,1654.52,2861,1823,7518,6101,1024.3,608
01-06-95,164.704,1670.5,2889,1831,7770,6476,1031.5,616
02-06-95,165.801,1657.27,2886,1800.5,7732,6380,1017.8,605
05-06-95,166.109,1646.49,2906,1765,7846,6355,992.3,587.5
06-06-95,164.705,1632.71,2871,1749,7792,6334,999,593.5
07-06-95,164.496,1641.91,2879,1767.8,7773,6415,998.5,600.3
08-06-95,163.283,1639.13,2885,1758.8,7691,6400,1005,607.5
09-06-95,161.825,1655.1,2926,1775,7754,6670,1016.5,616.6
12-06-95,160.584,1655.39,2927.5,1768.3,7838,6830,1011,618.5
13-06-95,159.888,1636.71,2901,1732,7729,6740,1002.3,614.8
14-06-95,160.18,1641.85,2913,1743,7590,6780,1002.8,611.9
15-06-95,161.276,1656.94,2957,1755,7644,6829,1005.7,611.3
16-06-95,161.757,1679.16,3028,1770.3,7739,6794,1003,609
19-06-95,162.515,1673.53,3052,1758,7665,6640,995.5,597
20-06-95,162.121,1685.2,3113,1770.5,7630,6685,996.5,597.3
21-06-95,163.119,1702.43,3118,1803,7870,6782,1005.5,612.3
22-06-95,163.727,1727.43,3145,1832,8315,6932,1018.5,618.8
23-06-95,164.817,1721.78,3135,1817,8239,6881,1030.8,630.3
26-06-95,163.164,1714.64,3121,1798.8,8178,6840,1019,627
27-06-95,163.121,1693.04,3055,1775.3,8144,6790,1022,622
28-06-95,162.307,1690.16,3042,1767.3,8169,6792,1012.5,621.5
29-06-95,161.62,1702.04,3050,1798.5,8269,6865,1008,619.6
30-06-95,161.433,1702.82,3066,1792.3,8335,6880,1009,619.7
03-07-95,161.273,1719.57,3099,1808.3,8519,6970,1034.1,623.2
04-07-95,162.294,1718.93,3096,1799.5,8605,6865,1031,622.3
05-07-95,163.296,1704.07,3090,1770.5,8521,6827,1014.8,619
06-07-95,165.599,1699.84,3066,1784.3,8420,6825,1007.5,612.5
07-07-95,170.723,1710.34,3088,1794.3,8533,6820,1009.8,608.5
10-07-95,172.469,1730.31,3125,1819.8,8583,6887,1025.6,612.5
11-07-95,173.362,1749.38,3160,1853.5,8625,6870,1028.3,618.7
12-07-95,174.799,1779.25,3199,1907.5,8749,6860,1046.3,634.4
13-07-95,176.276,1752.46,3201,1883,8661,6802,1053.3,641.6
14-07-95,175.627,1762.58,3206,1908,8693,6729,1060.4,643.8
17-07-95,175.657,1770.15,3194,1930,8801,6630,1047,633
18-07-95,174.289,1758.85,3150,1907,8681,6405,1044.5,632.3
19-07-95,172.559,1753.79,3130,1894,8678,6433,1041.2,629.5
20-07-95,173.027,1730.1,3035,1885,8627,6380,1024.6,617
21-07-95,172.903,1698.53,2919,1890,8496,6330,1006,616
24-07-95,174.16,1707.15,2939,1897.3,8560,6297,1010,616.8
25-07-95,173.122,1706.61,2948,1882,8551,6329,1011.3,620.5
26-07-95,173.193,1716.78,2965,1887.5,8586,6550,1017.3,617.5
27-07-95,173.081,1724.96,2990,1888,8681,6655,1027.5,619.3
28-07-95,172.963,1719.56,2986,1869.5,8748,6632,1030.3,620
31-07-95,173.105,1716.28,2979,1860,8747,6593,1028.8,623.5
01-08-95,172.499,1719.6,3010,1852,8722,6505,1027,636
02-08-95,172.793,1750.62,3066,1883,8810,6650,1032,633.7
03-08-95,174.175,1770.82,3085,1922.3,8954,6730,1034.4,639
04-08-95,175.098,1766.85,3054,1922.3,8970,6990,1030.6,634.5
07-08-95,175.478,1759.11,3027,1916.5,9016,7203,1016.2,629.4
08-08-95,174.962,1736.59,2993,1888,8863,6990,1009,625
09-08-95,175.139,1738.59,3002,1889.5,8818,7032,1008.8,619
10-08-95,173.87,1738.57,3004,1886.3,8873,7009,1016.1,619.3
11-08-95,172.771,1740.8,3012.5,1890.8,8894,7007,1011.2,612.5
14-08-95,172.102,1733.33,2989,1887.5,8804,6940,1010.3,603
15-08-95,172.292,1759.64,3042,1920,8969,7111,1015.3,610.8
16-08-95,173.964,1770.16,3085,1917,9014,7110,1026,618.3
17-08-95,173.497,1796.48,3138,1935.5,9178,7325,1037.5,634.5
18-08-95,173.998,1781.9,3120,1911.5,9161,7260,1032.4,624.5
21-08-95,173.921,1765.94,3084,1895,9109,7221,1010.5,625.5
22-08-95,173.588,1760.09,3069,1888.3,9109,7145,1006.8,619.5
23-08-95,173.2,1754.56,3041,1890,9113,7077,1007,616.5
24-08-95,173.077,1768.01,3068,1903,9211,7159,1015.3,628
25-08-95,172.405,1752.7,3037,1884.8,9173,7082,1008.3,623.5
28-08-95,172.711,1752.7,3037,1884.8,9173,7082,1008.3,623.5
29-08-95,172.508,1725.43,2987,1857.5,8848,7002,1005.5,618.5
30-08-95,171.46,1694.26,2972,1799,8414,6717,999.3,620.5
31-08-95,171.385,1676.97,2963,1785,8431,6215,966.3,609.3
01-09-95,171.049,1658.89,2939,1765,8280,6008,973.3,579.8
04-09-95,169.978,1656.27,2943,1746,8279,6158,980.8,582
05-09-95,170.785,1659.07,2943,1756.3,8244,6227,977.8,582.5
06-09-95,171.587,1679.68,2974,1785,8399,6351,979.5,590.8
07-09-95,171.693,1674.02,2952,1778,8431,6351,987.3,596.8
08-09-95,172.803,1666.9,2940.5,1771.5,8362,6335,979.3,595
11-09-95,174.82,1666.07,2943,1767.8,8415,6258,976.9,595
12-09-95,175,1666.91,2925.3,1774,8551,6325,980,602
13-09-95,174.667,1640.26,2873,1746.5,8371,6253,978,595.5
14-09-95,174.657,1624.24,2816,1742.9,8316,6273,972,590
15-09-95,174.237,1639.62,2859.8,1752.6,8424,6339,979.8,591.8
18-09-95,172.814,1641.18,2875,1749.8,8360,6343,971,584.5
19-09-95,171.995,1647.13,2879,1766,8320,6290,970.8,582.8
20-09-95,171.789,1659.93,2913.5,1771.8,8369,6378,976.8,589.5
21-09-95,172.492,1685.17,2947,1797,8598,6550,1009.8,597.5
22-09-95,171.379,1676.92,2930.5,1780,8628,6563,1005.9,598
25-09-95,169.77,1674.42,2935,1774.5,8590,6485,1010.5,590
26-09-95,169.629,1680.04,2945,1781.5,8529,6509,1026.5,596.5
27-09-95,171.155,1661.75,2918,1759,8409,6410,1011.5,597.8
28-09-95,171.171,1659.86,2925,1751,8301,6419,1013.3,605.6
29-09-95,172.699,1660.67,2927.5,1755.5,8227,6409,1012,603.5
02-10-95,170.868,1643.92,2892,1744.5,7990,6279,1001.1,598.5
03-10-95,170.644,1637.13,2873.5,1741.5,7913,6255,1002,594.5
04-10-95,170.039,1642.06,2873.5,1750.8,7993,6319,999,597
05-10-95,170.257,1630.63,2853,1740.3,7981,6253,996,596.3
06-10-95,170.272,1624.97,2836,1744.3,7896,6221,992.8,592.8
09-10-95,169.641,1609.51,2819,1713.5,7831,6180,994,593.5
10-10-95,168.259,1585.15,2810,1655.3,7821,6113,977.1,587.8
11-10-95,167.983,1576.46,2790,1667.8,7686,6082,955,592
12-10-95,168.257,1592.55,2827,1671.3,7848,6252,966.5,616
13-10-95,168.774,1595.71,2821,1671.8,7839,6274,981,662.9
16-10-95,169.087,1582.05,2785,1655,7764,6194,966,651
17-10-95,168.616,1568.71,2750,1637.5,7803,6165,968.5,642
18-10-95,167.462,1543.73,2677,1627.2,7774,6105,959.3,646.5
19-10-95,167.213,1561.93,2755,1634.8,7947,6123,963.5,648
20-10-95,167.009,1554.65,2752,1620.3,7879,6147,953.5,659
23-10-95,165.187,1567.66,2799,1624,8040,6175,959.8,688.5
24-10-95,165.099,1577.94,2823,1638,8345,6180,967,696
25-10-95,164.092,1584.9,2805,1649,8569,6196,969.8,698
26-10-95,162.333,1600.63,2835,1652,8780,6280,1006.8,702.8
27-10-95,161.305,1584.9,2785,1642,8752,6258,998.5,696.8
30-10-95,162.38,1580.6,2789,1641.8,8706,6271,993,693.8
31-10-95,162.613,1600.38,2855,1666,8699,6525,1023.1,696
01-11-95,161.791,1619.91,2949,1669,8834,6528,1035.3,708
02-11-95,163.245,1657.54,2990.5,1694.5,8869,6440,1063.5,707
03-11-95,163.968,1650.15,2961,1685.8,8798,6377,1056.1,694.2
06-11-95,164.724,1653.68,2996,1684.5,8707,6352,1042.1,667.9
07-11-95,165.023,1647.33,3016,1658.5,8700,6377,1036,672.1
08-11-95,165.052,1630.25,2955.5,1654.8,8492,6365,1025.7,672
09-11-95,165.75,1620.92,2983,1643.8,8398,6366,1028.9,679
10-11-95,166.532,1631.5,3028,1647.3,8514,6397,1032,687.3
13-11-95,165.427,1616.39,3018,1630.8,8495,6355,1014.8,679.5
14-11-95,164.989,1607.04,2990,1625.5,8445,6330,1009,682
15-11-95,164.274,1594.83,2946,1628.5,8163,6282,1005.3,680
16-11-95,165.067,1604.84,2990,1645.3,8312,6297,1027,701.5
17-11-95,166.026,1607.36,2994,1636.8,8353,6383,1025,718
20-11-95,167.117,1619.4,3005,1645.5,8521,6391,1031,726
21-11-95,169.734,1620.64,2994,1648,8497,6437,1039.3,737
22-11-95,170.151,1623.11,2974,1662.9,8557,6436,1028.8,742
23-11-95,170.47,1625.21,2967,1678,8605,6396,1030.5,747
24-11-95,170.025,1632.55,2994,1678.3,8606,6390,1032.8,761.8
27-11-95,170.267,1626.86,2992,1664.8,8490,6417,1037.7,760.5
28-11-95,171.683,1613.64,2979,1644.8,8297,6383,1028,750.8
29-11-95,170.694,1621.95,2968,1650.8,8269,6334,1027.8,747.8
30-11-95,170.157,1610.36,2938,1654.1,8182,6217,1024.9,737.3
01-12-95,170.2,1614.34,2955,1656.3,8102,6220,1025,756
04-12-95,171.867,1611.47,2970,1650.5,7850,6157,1013,745.3
05-12-95,172.225,1604.44,2951,1633.3,7919,6213,1019.3,753.8
06-12-95,173.162,1607.77,2981,1639.3,7985,6261,1012,742.3
07-12-95,173.702,1615.11,2991,1642.5,8176,6340,1020.5,742.8
08-12-95,172.471,1614.33,2982,1643.5,8241,6370,1029.3,742
11-12-95,172.147,1624.73,2988,1650,8252,6431,1040,755.3
12-12-95,171.487,1614.77,2957,1642.5,8109,6360,1038.8,721.5
13-12-95,170.851,1629.77,2991.5,1653,8149,6347,1034.5,730.8
14-12-95,170.1,1623.1,2997.5,1684.8,8192,6375,1022.8,724.5
15-12-95,169.392,1602.03,2889.5,1673.8,8194,6275,1017.5,704
18-12-95,168.644,1602.69,2925,1660.5,8131,6275,1012,705
19-12-95,168.245,1595.12,2855,1657.5,8083,6235,1008.3,709
20-12-95,169.321,1603.85,2882,1666,8101,6238,1007.8,708
21-12-95,170.28,1605.48,2901,1666.8,8069,6242,1010.5,712
22-12-95,169.904,1600.55,2863,1670.2,8094,6221,1014.5,722
25-12-95,169.904,1600.55,2863,1670.2,8094,6221,1014.5,722
26-12-95,169.957,1600.55,2863,1670.2,8094,6221,1014.5,722
27-12-95,169.534,1602.47,2857,1681,8084,6267,1010,714
28-12-95,169.117,1592.71,2842,1679.5,7943,6267,1006.5,717.5
29-12-95,169.839,1589.24,2831,1684.3,7892,6320,1001.9,714
01-01-96,169.839,1589.24,2831,1684.3,7892,6320,1001.9,714
02-01-96,171.272,1572.09,2813,1676.5,7467,6288,999.3,699
03-01-96,173.384,1548.72,2751,1652,7452,6260,995.5,685.3
04-01-96,174.511,1534.05,2750,1605.5,7524,6245,1000,694
05-01-96,176.014,1540.11,2741,1628.3,7695,6286,1007.8,692
08-01-96,175.754,1532.68,2704,1609.5,7672,6275,1014.2,694
09-01-96,175.11,1512.88,2666,1588,7546,6272,1013,707
10-01-96,174.377,1521.58,2631,1618.3,7608,6415,1020,693
11-01-96,174.491,1521.85,2625,1634.6,7710,6346,1024.3,699.5
12-01-96,173.395,1495.46,2560,1621.6,7584,6282,1008.5,690
15-01-96,172.527,1485.38,2576,1600,7492,6235,1013,691
16-01-96,172.599,1484.36,2560,1593.8,7544,6243,1016.8,706
17-01-96,172.367,1491.52,2584,1593,7795,6247,1030.8,716
18-01-96,171.643,1503.21,2591,1562.5,8212,6243,1036.8,728.5
19-01-96,171.764,1497.31,2547,1551,8308,6290,1021.8,717
22-01-96,173.218,1475.03,2508,1521,8095,6253,1012.5,710.5
23-01-96,173.354,1505.45,2574,1544.8,8189,6302,1032,731
24-01-96,172.904,1512.83,2576,1554.25,8263,6302,1045.8,734
25-01-96,173.65,1493.64,2532,1536.8,8185,6288,1038,731
26-01-96,173.8,1480.81,2502,1535.25,8094,6204,1010.3,726
29-01-96,175.121,1476.36,2502,1531,7965,6107,1009.3,713.5
30-01-96,176.022,1502.98,2557,1548,8221,6155,1035,729
31-01-96,177.736,1513.93,2557,1560,8459,6220,1057,752
01-02-96,179.712,1542.98,2602,1595.3,8694,6273,1069,782.8
02-02-96,183.562,1530.99,2577,1587,8522,6198,1065.5,766.8
05-02-96,183.109,1526.78,2569,1586.8,8410,6204,1052.8,766
06-02-96,182.263,1522.94,2572,1583.3,8304,6203,1037.3,757.2
07-02-96,181.859,1534.48,2591,1602.5,8350,6232,1034.5,763.5
08-02-96,181.428,1536.39,2583,1613.3,8334,6246,1038,766.5
09-02-96,179.673,1535.05,2571,1621.8,8232,6245,1037.3,766.3
12-02-96,179.106,1534.88,2555,1638.3,8178,6255,1032.4,760
13-02-96,178.582,1507.42,2500,1606.8,8112,6158,1021.7,747.3
14-02-96,179.044,1508.99,2507,1602,8135,6188,1030.1,751.8
15-02-96,178.597,1521.43,2517.4,1615.6,8293,6210,1038.8,774.8
16-02-96,178.576,1513.66,2491,1618.1,8222,6179,1035.5,773
19-02-96,177.766,1514,2520,1603,8277,6192,1028.8,772
20-02-96,174.862,1513.77,2520,1593.8,8278,6192,1035,783
21-02-96,174.378,1513.5,2519,1595.8,8268,6210,1029.8,789.5
22-02-96,176.186,1518.26,2537,1593.5,8323,6230,1041.3,787.5
23-02-96,176.546,1520.19,2551,1589.5,8283,6220,1036.8,786
26-02-96,177.071,1506.08,2532,1573,8071,6177,1027.5,779
27-02-96,176.138,1506.66,2534,1578.8,7982,6157,1027.8,773
28-02-96,175.866,1499.07,2530,1573.5,7728,6103,1025,759
29-02-96,175.767,1509.35,2554,1582.8,7717,6094,1033.5,769
01-03-96,176.423,1520.73,2573,1600,7860,6134,1037.3,772
04-03-96,176.056,1522.17,2593,1592.5,7798,6131,1033.8,769.1
05-03-96,175.677,1519.18,2587,1594,7678,6115,1030.8,752.5
06-03-96,175.399,1511.82,2570,1584.3,7670,6087,1033.5,742.8
07-03-96,174.698,1513.41,2564,1587.5,7798,5961,1045,759
08-03-96,174.212,1543.41,2616,1600.3,8081,6115,1081.5,789.5
11-03-96,174.049,1532.32,2588,1592.5,7972,6020,1085.5,784
12-03-96,175.648,1549.88,2615,1615.8,8010,6038,1097.3,810
13-03-96,175.923,1540.32,2590,1606,8040,6068,1090,809
14-03-96,176.537,1525.91,2544,1603.6,7938,6042,1070.3,801.6
15-03-96,177.048,1533.7,2555.5,1611.3,7990,6112,1080.5,851.8
18-03-96,177.684,1534.06,2562,1601,8019,6190,1074,908
19-03-96,178.423,1540.32,2554,1612.5,8178,6306,1073,928
20-03-96,177.569,1540.24,2541,1623.5,8244,6363,1068.5,931
21-03-96,178.818,1552.39,2558,1644.5,8385,6409,1071.5,930
22-03-96,178.592,1537.64,2529.5,1638,8200,6325,1064,863
25-03-96,179.439,1540.97,2531,1644,8274,6387,1063.5,828
26-03-96,180.73,1543.54,2526,1644.5,8331,6450,1069,823
27-03-96,181.507,1541.23,2531,1640.5,8312,6419,1064.5,810
28-03-96,180.986,1545.72,2546,1643.8,8244,6405,1070,820
29-03-96,180.962,1544.63,2547,1642.3,8206,6435,1067.3,814
01-04-96,180.508,1528.36,2513.5,1631.5,8091,6433,1051.8,790
02-04-96,180.726,1512.72,2495.5,1604.8,8004,6323,1047.3,796
03-04-96,180.404,1505.54,2473,1604.5,7997,6387,1043.5,801.8
04-04-96,180.02,1508.78,2484,1597,8029,6389,1053.3,822
05-04-96,180.251,1508.78,2484,1597,8029,6389,1053.3,822
08-04-96,180.761,1508.78,2484,1597,8029,6389,1053.3,822
09-04-96,181.366,1508.09,2479.5,1596.8,7968,6375,1052.3,833.3
10-04-96,182.759,1518.31,2509.5,1598.3,8065,6352,1057.4,838.5
11-04-96,184.206,1540.05,2574,1600.8,8285,6443,1065.1,839.9
12-04-96,185.33,1539.71,2591,1592.1,8259,6425,1061.4,821.7
15-04-96,185.816,1529.4,2584.5,1569,8180,6448,1050,818
16-04-96,185.502,1525.1,2569.5,1569.3,8082,6478,1042,808.5
17-04-96,184.596,1534.91,2599,1575.5,8193,6554,1041,820
18-04-96,184.312,1530.22,2621,1569.3,7974,6549,1028.8,814
19-04-96,184.787,1541.26,2677,1562.3,8075,6575,1038.8,819
22-04-96,185.926,1538.28,2672,1563,8033,6540,1032.9,819
23-04-96,186.833,1545.19,2683,1573.3,8033,6612,1040,817
24-04-96,186.321,1545.44,2694.5,1575.5,7986,6504,1038,812
25-04-96,186.509,1553.08,2711,1583.5,8044,6570,1048.3,810.3
26-04-96,187.427,1552.91,2707,1589.8,8041,6552,1040.6,802.3
29-04-96,187.416,1549.87,2686,1599.5,7974,6523,1036.5,795.5
30-04-96,187.077,1542.47,2664,1595,7816,6465,1028.5,799
01-05-96,186.673,1556.72,2696,1604.8,8091,6575,1025.6,811
02-05-96,187.086,1566.62,2717,1615.3,8019,6570,1035.2,838
03-05-96,186.864,1578.54,2742,1616.3,8159,6581,1049.8,858.5
06-05-96,187.87,1578.54,2742,1616.3,8159,6581,1049.8,858.5
07-05-96,188.747,1600.43,2801,1621.3,8369,6609,1053.5,879
08-05-96,189.064,1616.69,2840,1639.3,8517,6605,1055.7,862
09-05-96,187.733,1593.07,2786.5,1634.8,8380,6558,1043.9,853.5
10-05-96,187.371,1593.86,2780.8,1637.6,8283,6571,1045.9,850.2
13-05-96,186.584,1594.69,2791,1629.3,8270,6581,1043,844
14-05-96,186.682,1584.89,2780,1611,8075,6546,1047,846
15-05-96,187.567,1573.38,2742,1602.8,8006,6472,1046.3,846
16-05-96,187.094,1570.25,2732,1596.8,8077,6365,1049.9,858
17-05-96,186.397,1523.15,2569,1587.8,7977,6269,1038,847.3
20-05-96,185.354,1478.27,2461,1542.8,7952,6165,1028.2,824.5
21-05-96,184.919,1485.74,2486,1550,7856,6203,1035.2,832
22-05-96,183.685,1495.6,2539,1560.8,7754,6215,1035.3,847
23-05-96,182.508,1500.6,2560,1567.3,7791,6264,1035.2,848
24-05-96,182.654,1490.49,2538,1558.8,7756,6220,1027.5,830
27-05-96,182.393,1490.49,2538,1558.8,7756,6220,1027.5,830
28-05-96,182.467,1494.21,2557,1550.5,7891,6191,1026.4,821.8
29-05-96,182.824,1504.34,2567,1565.5,8032,6260,1016,830
30-05-96,183.074,1503.87,2555,1568.4,8009,6290,1019.8,830
31-05-96,183.843,1497.51,2550,1561.1,7885,6230,1020.5,823
03-06-96,182.224,1488.2,2529,1548.9,7855,6173,1019,817.8
04-06-96,181.356,1468.44,2481,1523.8,7885,6152,1021.8,813
05-06-96,179.206,1419.32,2324,1498.3,7827,6084,1021.5,825.8
06-06-96,176.686,1383.38,2247,1491.3,7746,6205,1008.5,818.5
07-06-96,176.488,1437.69,2482,1504,7789,6177,1021.3,821.5
10-06-96,176.038,1448.97,2515,1502.5,7817,6194,1022.15,823
11-06-96,175.635,1386.79,2275,1475.5,7782,6180,1014.5,801.8
12-06-96,175.898,1404.68,2350,1469,7825,6235,1015.5,792.5
13-06-96,175.603,1389.65,2292.5,1483.7,7835,6247,1014.8,781.4
14-06-96,175.68,1332.78,2064.5,1478.6,7725,6185,999.1,769.7
17-06-96,174.947,1323.44,2063,1448,7673,6163,1000.7,782
18-06-96,175.662,1333.46,2040,1472,7763,6150,1005.5,799
19-06-96,176.394,1343.54,2100,1485.3,7702,6155,1001,795.5
20-06-96,176.323,1327.34,2056,1477,7675,6146,998.6,776.5
21-06-96,176.528,1308.39,1990,1483.8,7632,6199,999.9,786
24-06-96,176.572,1285.31,1888,1476.8,7559,6210,998,779.1
25-06-96,175.836,1263.32,1820,1467,7476,6207,1002,780
