date,msci,lmex,copper,aluminum,nickel,tin,zinc,lead
11-01-99,106.748,1025.57,1454.75,1247.5,4569,5094,937.5,506.5
12-01-99,105.496,1023.56,1457,1249.75,4493.5,5131.5,927.5,491
13-01-99,102.989,1011.33,1445,1231.5,4346,5070,918.25,490.75
14-01-99,101.93,1009.9,1435,1220,4407.65,5055,916.75,492.75
15-01-99,103.774,1017.64,1451.35,1226.5,4386.65,5084.1,935,494
18-01-99,102.889,1006.37,1428.75,1222,4315,5096,920.75,481.5
19-01-99,102.632,1016.37,1457.25,1222.75,4366,5146,932,486.75
20-01-99,102.87,1005.41,1439,1207.75,4331.5,5120,929.5,488
21-01-99,102.662,1011.74,1448,1211,4303.5,5151,953.5,494
22-01-99,100.534,1010.99,1436.5,1220.75,4304,5172,947.75,492
25-01-99,100.847,1006.62,1428.25,1211.5,4262,5173,957.5,491.5
26-01-99,100.897,1007.23,1425.25,1213.75,4248,5205,963.5,492.5
27-01-99,100.429,997.8,1412,1202.75,4253,5146,947,483
28-01-99,100.794,997.9,1412,1198.25,4223.25,5177,956.75,491
29-01-99,101.085,995.06,1403.25,1197,4213,5176,958.75,486
01-02-99,101.909,1000.35,1407.25,1203,4218,5171,979.25,494
02-02-99,102.297,1004.96,1416.75,1207,4321,5166,978.25,495
03-02-99,101.794,1008.1,1425,1203.25,4486,5162,974.25,493.75
04-02-99,103.016,1022.62,1441,1212.75,4647.5,5222,1010.25,514
05-02-99,104.697,1028.37,1447.5,1212.25,4662,5331,1016.75,507
08-02-99,105.579,1045.24,1475.5,1227,4759.25,5340,1034.75,525
09-02-99,104.141,1031.36,1459.75,1206.75,4682,5283,1023,510
10-02-99,103.431,1022.39,1441.75,1195.5,4656.15,5245,1022.5,509.5
11-02-99,103.829,1028.66,1447.4,1193.4,4553.85,5237.25,1029.5,528
12-02-99,104.434,1023.69,1438.15,1191.65,4569.1,5184.25,1018,519
15-02-99,104.138,1012.87,1416,1180,4513.5,5177,1013.75,520.5
16-02-99,101.822,1001.04,1387.75,1168.5,4428,5172,1016.25,523
17-02-99,100.343,1002.95,1385.25,1168.25,4494,5253,1030.5,522
18-02-99,100.45,1000.66,1366.75,1167,4602,5310,1044,526
19-02-99,100.573,1007.57,1379.5,1177.4,4703,5318,1038,523.5
22-02-99,101.118,988.58,1353.75,1153.25,4693,5280,1003,514
23-02-99,101.025,998.76,1365,1157.85,4843.5,5343,1029.75,517
24-02-99,101.061,1005.75,1381,1164.75,4924,5433,1023,519.5
25-02-99,101.627,1011.71,1381.5,1178,4984,5470,1036.75,527.5
26-02-99,101.194,1004.88,1375.25,1167.75,4856.5,5372,1048,521.25
01-03-99,100.596,995.73,1363.5,1150,4857.5,5390,1041,517.75
02-03-99,99.426,999.74,1372.5,1148.5,4866.5,5418,1056,518.75
03-03-99,99.311,1001.27,1383,1151.45,4913,5374,1037,515.25
04-03-99,99.744,1006.85,1392.5,1156.5,4952.5,5382,1049.75,515.25
05-03-99,101.607,995.61,1381,1136.2,4921.75,5355,1041.5,507.75
08-03-99,102.408,991.7,1366.05,1141.75,4925,5370,1029.75,499.5
09-03-99,101.983,991.36,1375.5,1140.5,4837,5410,1021.75,496.75
10-03-99,103.071,999.27,1380.75,1153.25,4941,5393,1031,500.5
11-03-99,104.036,1001.92,1380.25,1152.3,4919,5361,1023.25,499
12-03-99,104.424,998.61,1370.88,1146.25,4948.1,5378.5,1029.5,498.75
15-03-99,105.211,997.17,1352.75,1145.25,5157,5400,1029.5,499
16-03-99,105.561,994.66,1351.75,1146,5147.5,5358,1018.25,485.25
17-03-99,106.477,1006.27,1367.25,1173.5,5137.5,5350,1011,492.25
18-03-99,106.504,1015.44,1364.25,1207,5115,5337,1016.5,499.75
19-03-99,107.791,1020.24,1362.75,1223.25,5116,5369,1016.75,499.5
22-03-99,107.75,1031.82,1366.5,1252.5,5148.75,5385,1019.75,502
23-03-99,107.287,1047.45,1427.25,1240.25,5148,5372,1042,513.5
24-03-99,107.585,1041.55,1418.25,1232.75,5061.5,5365,1040,513.25
25-03-99,109.335,1048.54,1428.5,1245.25,5103,5381,1040.5,517
26-03-99,108.036,1045.27,1423,1237.25,5113.5,5354,1044.75,519.5
29-03-99,108.408,1025.5,1383.5,1218.5,4969,5293,1034,517
30-03-99,107.188,1002.27,1358,1198.75,4792.5,5236,979.5,507
31-03-99,107.761,1008.25,1368.25,1213.5,4755.5,5287,986.75,507.5
01-04-99,108.481,1010.19,1371.25,1215.75,4846.25,5248,982.75,508
02-04-99,108.414,1010.19,1371.25,1215.75,4846.25,5248,982.75,508
05-04-99,108.486,1010.19,1371.25,1215.75,4846.25,5248,982.75,508
06-04-99,109.078,1012.77,1378.25,1226.4,4871.5,5275,970.25,487
07-04-99,110.4,1026.16,1407.25,1237.25,4935,5315,978,497.25
08-04-99,111.158,1027.85,1410,1235.5,4975,5334,986.5,503
09-04-99,111.721,1027.99,1403.5,1245.75,4910.5,5330,986.25,498.5
12-04-99,112.823,1027.25,1395.65,1249.9,4928,5305,986,498.75
13-04-99,114.824,1054.22,1435,1288.5,5083,5345,996.75,514.5
14-04-99,117.529,1044.92,1416.95,1279.75,5007,5322,991.5,518
15-04-99,122.322,1072.46,1457.5,1295.5,5103.5,5485,1019.75,532
16-04-99,128.043,1088.33,1503,1298,5227.7,5450,1034.5,531
19-04-99,130.925,1097.89,1519,1312.25,5257,5431,1036.5,533.5
20-04-99,128.409,1083.7,1503.75,1292,5167,5426,1019,523.25
21-04-99,125.434,1081.2,1502,1293.25,5061,5393,1013.25,520.25
22-04-99,126.383,1087,1515.75,1293.5,5114,5436,1025.25,525
23-04-99,127.019,1089.33,1521.75,1290.5,5154.5,5458,1033.75,527.5
26-04-99,126.109,1086.86,1512.5,1287.5,5158,5428,1043.5,527
27-04-99,127.324,1099.62,1522.25,1305.75,5233,5433,1070,531.75
28-04-99,129.947,1104.7,1524.5,1312.25,5377.5,5485,1069.25,533.25
29-04-99,132.109,1120.63,1553,1336.75,5451.5,5600,1064.25,543.5
30-04-99,132.269,1124.63,1559.75,1345.1,5451.5,5594,1065.2,539.25
03-05-99,132.879,1124.63,1559.75,1345.1,5451.5,5594,1065.2,539.25
04-05-99,133.516,1121.51,1566,1334.75,5415,5636,1055.75,538.75
05-05-99,133.56,1115.17,1551.5,1326,5426,5620,1056.25,539
06-05-99,137.428,1131.41,1582.75,1343.5,5522.5,5672,1069,541
07-05-99,135.303,1119.07,1560.5,1330.15,5478,5625,1062.25,534
10-05-99,133.482,1110.54,1550.5,1319,5447,5590,1051.85,530.25
11-05-99,132.642,1122.31,1552.5,1346,5502,5631,1065.2,537.75
12-05-99,130.237,1124.27,1546,1354.5,5512.5,5694,1067.75,542.75
13-05-99,130.384,1131.11,1545.7,1356.15,5511,5721,1063.75,556
14-05-99,130.064,1129.73,1546.85,1351.25,5520.25,5710,1066.25,555.13
17-05-99,128.523,1120.43,1536.5,1338.5,5427,5670,1057,553
18-05-99,128.077,1115.13,1526.75,1331.8,5451.5,5670,1052.75,550.5
19-05-99,126.858,1108.6,1507.75,1331.5,5417,5675,1038.75,559.25
20-05-99,125.621,1099.29,1484.5,1327.75,5378,5675,1039,553
21-05-99,125.802,1086.82,1464.25,1313.5,5373.5,5675,1019.5,545.5
24-05-99,124.933,1081.84,1462.75,1309.25,5401,5630,999.5,529.25
25-05-99,121.908,1084.31,1468.75,1304.25,5380,5700,1011.75,547.5
26-05-99,121.402,1075.62,1454.5,1294.45,5370,5700,1001.75,546.5
27-05-99,119.638,1032.73,1384.5,1266.25,4947,5700,955.25,525.75
28-05-99,118.164,1015.34,1369,1249.25,4595.5,5700,964.75,492.75
31-05-99,118.033,1015.34,1369,1249.25,4595.5,5700,964.75,492.75
01-06-99,120.068,1026.55,1387.75,1257.85,4812.25,5700,965.75,492.75
02-06-99,121.225,1025.06,1378.7,1267.6,4792.5,5700,953.5,491
03-06-99,121.474,1017.56,1362.75,1264.5,4819.5,5165,952.75,485
04-06-99,122.711,1024.63,1364.75,1276.25,4855,5165,969.5,487.75
07-06-99,123.724,1028.34,1374.25,1280.15,4867,5165,969.55,486.85
08-06-99,124.666,1040.52,1388.5,1284.75,5072.25,5165,995.1,496.55
09-06-99,124.902,1045.61,1393.7,1298.5,5062.75,5205,989.5,496
10-06-99,128.11,1062.7,1403,1308,5174.1,5310,1010.9,497.25
11-06-99,130.232,1063.91,1407.6,1311.6,5200.05,5310,999.45,496.5
14-06-99,129.571,1073.85,1417.25,1328.75,5302.5,5350,1001.5,496.5
15-06-99,129.914,1055.53,1383.5,1317.5,5092,5280,988,490
16-06-99,130.702,1050.85,1378.25,1307.25,5122.25,5235,985.25,490.5
17-06-99,132.071,1056.87,1385,1311,5284,5235,995.5,491.75
18-06-99,132.056,1073.9,1409.25,1334.75,5295,5325,1018.75,496.25
21-06-99,130.419,1085.71,1434.5,1346.5,5388,5300,1023.25,498
22-06-99,129.301,1090.69,1450.75,1343,5473,5270,1028.25,499.5
23-06-99,128.92,1082.53,1437.75,1332.75,5435,5310,1018,504
24-06-99,128.093,1088.25,1442.75,1344.75,5482,5290,1025.5,505
25-06-99,130.044,1095.69,1474.5,1346.25,5558,5220,1017,489.5
28-06-99,131.167,1119.03,1525.25,1374.25,5546,5280,1027.25,493
29-06-99,131.181,1118.52,1532.25,1376,5474,5270,1018.25,489
30-06-99,131.784,1139.41,1610.5,1376,5516,5220,1021.25,488
01-07-99,134.258,1147.26,1637.75,1386.5,5479,5220,1014.25,488
02-07-99,135.932,1144.52,1639,1378,5434,5220,1016.5,489.75
05-07-99,136.938,1132.76,1623.75,1360.5,5352,5220,1014.5,485.5
06-07-99,136.7,1137.5,1635.75,1360.15,5492.5,5220,1012.75,487.75
07-07-99,135.974,1162.88,1677.25,1389.85,5662,5220,1028.5,493.5
08-07-99,136.27,1176.93,1685.5,1394.8,5829,5220,1104.5,500.5
09-07-99,136.882,1167.71,1666.5,1389,5825.5,5250,1092.5,491.75
12-07-99,135.667,1176.09,1660,1419.75,5818,5195,1097.35,499.5
13-07-99,134.486,1171.11,1642,1422.15,5773.5,5195,1093.15,503.7
14-07-99,134.805,1183.63,1662.8,1433.5,5829.1,5260,1110.7,509
15-07-99,135.386,1195.72,1692.75,1425.7,5862.1,5300,1120,513.5
16-07-99,135.679,1196.85,1698.25,1426.1,5913.05,5200,1117.25,507.25
19-07-99,135.01,1187.1,1664.5,1431.5,5825,5245,1107.75,502.75
20-07-99,135.005,1176.47,1658.5,1412.75,5726,5245,1095,496.35
21-07-99,135.215,1165.06,1634,1405.25,5590,5245,1093.75,493.6
22-07-99,134.689,1155.75,1609.5,1406.75,5522,5245,1080,490.25
23-07-99,133.002,1167.51,1624.5,1425,5762,5190,1067.25,492.75
26-07-99,131.78,1163.81,1606.25,1434,5746,5160,1056.5,485
27-07-99,132.41,1171.93,1632.5,1430.5,5735,5180,1078,489.75
28-07-99,133.15,1157.42,1606.75,1413,5713.5,5180,1062.55,493.25
29-07-99,133.156,1149.67,1603.75,1386.75,5845,5180,1067.5,491.5
30-07-99,133.773,1151.56,1608,1380,6060,5180,1069.25,490
02-08-99,133.825,1147.63,1613.5,1373.75,5955,5180,1057.25,483.5
03-08-99,135.019,1157.59,1629,1385,6049,5170,1067.25,486
04-08-99,136.665,1169.66,1631.75,1406.5,6180,5170,1090.5,487.75
05-08-99,136.916,1186.75,1673.25,1423.25,6196.5,5195,1104,490
06-08-99,136.409,1197.43,1679,1439,6390,5175,1113.75,494
09-08-99,137.383,1198.29,1675,1439.5,6493,5240,1110.6,494
10-08-99,137.596,1191.26,1662,1428,6380,5240,1129.5,502
11-08-99,139.624,1204.1,1671.5,1443.05,6535,5295,1158.85,508
12-08-99,141.358,1212.52,1680.75,1447.6,6577,5295,1148.25,498.5
13-08-99,142.153,1208.65,1683,1441.55,6530.25,5300,1135.65,494.6
16-08-99,142.058,1209.64,1676,1446,6566,5245,1139,504.75
17-08-99,141.034,1210.74,1668.25,1453,6540,5245,1153.25,508.5
18-08-99,140.509,1198.47,1642,1434.5,6545,5245,1157.5,514
19-08-99,139.66,1190.88,1618.75,1432.5,6537,5245,1159.5,512
20-08-99,142.593,1184.54,1609,1422.75,6515,5280,1158,515.25
23-08-99,143.655,1184.46,1611.25,1427.25,6477,5245,1146.5,514.5
24-08-99,141.689,1202.18,1638,1448.75,6645,5185,1155.75,515
25-08-99,140.832,1203.69,1638,1454.75,6632,5185,1145.75,515.5
26-08-99,139.461,1200.87,1632.25,1453.25,6596,5175,1151.5,519.75
27-08-99,138.985,1196.8,1633.5,1438.75,6674,5165,1145,519
30-08-99,138.409,1196.8,1633.5,1438.75,6674,5165,1145,519
31-08-99,138.486,1221.4,1680.5,1455,6817,5200,1190,523.75
01-09-99,140.4,1236.08,1712.5,1475,6811,5245,1191,521
02-09-99,140.883,1243.54,1728.65,1481.25,6938,5210,1195.75,523
03-09-99,140.368,1240.95,1727.15,1472.75,7034.5,5220,1190.5,519
06-09-99,141.389,1242.79,1722.25,1474,7131.25,5220,1202.25,520
07-09-99,141.223,1261.94,1754.5,1489.25,7331.5,5220,1218.5,525.25
08-09-99,141.028,1263.33,1751.25,1496.5,7241,5390,1218,522.25
09-09-99,142.35,1274.99,1768.5,1500.1,7227.5,5490,1216.5,522.25
10-09-99,141.683,1270.22,1763.05,1500.3,7086.75,5440,1209.2,516
13-09-99,141.653,1264.93,1750.75,1496.5,7070,5375,1203,509
14-09-99,141.975,1254.5,1735,1489.75,7010,5370,1180,493
15-09-99,140.907,1259.56,1756.25,1495,6897,5280,1171,497
16-09-99,139.501,1263.28,1757.25,1497.25,6966,5280,1191.75,498
17-09-99,139.762,1284.4,1802,1516,7214,5385,1194,497.5
20-09-99,139.348,1273.84,1776.5,1509.75,7080,5380,1199,494
21-09-99,139.21,1279.68,1791.75,1522.75,7009,5380,1189,497
22-09-99,138.719,1269.64,1770.5,1517.5,6978,5315,1171,495
23-09-99,137.828,1254.5,1743.25,1500.25,6911,5325,1164.75,495.5
24-09-99,135.843,1240.84,1726,1475.5,6856,5330,1166.25,492.25
27-09-99,139.768,1237.12,1724.5,1468.5,6804,5350,1167.45,494
28-09-99,141.581,1267.94,1779,1504.25,7027,5330,1184.25,497
29-09-99,140.491,1252.96,1753.25,1483.25,6995,5390,1174,500.75
30-09-99,140.256,1255.62,1756,1480,7175,5390,1184.25,501.5
01-10-99,140.3,1251.24,1742.5,1485,7050,5350,1181.1,500.75
04-10-99,142.263,1242.7,1733.25,1475.5,7001.25,5350,1165.25,495.5
05-10-99,142.59,1250.83,1743.25,1493.5,7036,5320,1160.75,495.25
06-10-99,141.5,1247.79,1737.5,1490.25,6982,5325,1166.5,497.25
07-10-99,140.765,1242.39,1734,1480.25,6967,5325,1167,500.75
08-10-99,139.105,1204.1,1659,1454,6708,5330,1116.5,493.25
11-10-99,139.045,1186.26,1634,1423.5,6766,5330,1093.75,494.5
12-10-99,138.997,1227.96,1702.5,1473.5,7044,5330,1129.5,493.8
13-10-99,138.801,1232.89,1710,1476.8,7155,5365,1128.6,504
14-10-99,137.941,1238.63,1706.75,1469.15,7315,5400,1124.5,502.5
15-10-99,136.816,1238.05,1699,1472.8,7379,5360,1129.9,497
18-10-99,135.212,1244.49,1713.75,1474.5,7404,5315,1149,492.5
19-10-99,134.363,1251.92,1723.5,1480,7618,5315,1145.5,495.5
20-10-99,135.826,1261.51,1748.75,1486,7591,5490,1152.3,497.25
21-10-99,134.841,1256.21,1743,1479.5,7551.5,5565,1143.75,495.4
22-10-99,136.056,1265.43,1762.5,1485.75,7642,5565,1152.25,495.75
25-10-99,135.727,1259.48,1740.5,1479.75,7664,5565,1163.75,495
26-10-99,134.617,1248.02,1727.25,1462.25,7635,5565,1146,493
27-10-99,132.772,1230,1705.5,1435.75,7555,5565,1123.5,492.55
28-10-99,132.848,1254.18,1741,1469,7770,5570,1133.5,498
29-10-99,134.987,1257.68,1743,1473.25,7846,5720,1142,491
01-11-99,133.766,1256.25,1743.25,1472.5,7812,5720,1133,490
02-11-99,134.756,1262.07,1756.45,1476,7865,5720,1141,484.5
03-11-99,134.331,1270.85,1757,1489.4,8070.5,5875,1148,483.5
04-11-99,135.119,1265.53,1752.5,1485,8050,5960,1145,486.7
05-11-99,134.193,1254.69,1735,1475,7920.5,5960,1136.5,478.75
08-11-99,132.372,1247,1729.75,1456.25,7972,5860,1128,474.5
09-11-99,132.482,1260.17,1747,1472.5,8161,5860,1140.25,475.8
10-11-99,132.581,1249.99,1723.5,1463,8085,5860,1145.75,474.55
11-11-99,132.296,1243.09,1700.1,1450.75,7984.2,5920,1126.5,473.85
12-11-99,132.739,1223.59,1669.55,1438.1,7746.6,5920,1110.5,466.52
15-11-99,133.811,1237.24,1691.75,1446,7925,5760,1116.25,468.5
16-11-99,134.673,1246.39,1706.5,1455.5,7939,5760,1140,472.5
17-11-99,136.874,1244.48,1703,1461.75,7799,5800,1141.5,470.75
18-11-99,138.643,1243.99,1709.5,1458.5,7807,5790,1143.5,472.5
19-11-99,138.201,1247.12,1711.5,1463,7841,5740,1150,467.5
22-11-99,137.827,1252.66,1721,1471.75,7840,5860,1150.5,472.5
23-11-99,138.44,1253.11,1722,1469,7881,5860,1154.75,480.25
24-11-99,136.987,1259.23,1728.75,1475.25,7968,5800,1166.25,482.75
25-11-99,137.239,1264.08,1734.25,1488.5,7903,5800,1170,485.25
26-11-99,137.184,1274.65,1743.75,1513.5,7935,5800,1164.75,488.25
29-11-99,137.453,1275.71,1743.5,1518.75,7938,5800,1165,488
30-11-99,137.483,1280.15,1750.5,1524.7,7977,5800,1168.75,490.75
01-12-99,139.511,1265.9,1721.5,1514.75,7787,5790,1159.75,487
02-12-99,142.698,1261.78,1708,1517.5,7885,5720,1146.5,482.5
03-12-99,143.298,1278.84,1732.5,1533.5,8145,5720,1169.25,479
06-12-99,143.284,1283.93,1743.25,1532.6,8207,5745,1184.5,484
07-12-99,144.129,1267.66,1713.25,1525,7896,5745,1166.4,478
08-12-99,143.14,1268.98,1719.25,1526.1,7941,5745,1161.5,474.25
09-12-99,144.008,1275.88,1720.75,1519,7991.2,5745,1170,478.75
10-12-99,144.916,1271.06,1714.1,1515.55,7921.6,5715,1160.25,473
13-12-99,144.635,1275.1,1717.25,1525.75,7873,5600,1163,471.75
14-12-99,144.05,1281.38,1729,1531.5,7901,5610,1173,474
15-12-99,147.224,1301.17,1758,1554.85,8078,5640,1184.25,477
16-12-99,150.023,1318.02,1789,1574,8149,5640,1207.25,481
17-12-99,151.772,1316.77,1796,1568.5,8129.5,5640,1196.5,480.5
20-12-99,151.893,1317.69,1801.25,1571.5,8065,5625,1188.5,477
21-12-99,149.926,1309.82,1787.25,1562.5,8010,5680,1185,475.25
22-12-99,150.085,1331.77,1818.75,1596,8236,5680,1210.5,479
23-12-99,150.841,1335.74,1828,1600.5,8235,5680,1212.5,477.25
24-12-99,150.775,1340.94,1835.25,1609.75,8366,5680,1201.25,476.5
27-12-99,150.817,1340.94,1835.25,1609.75,8366,5680,1201.25,476.5
28-12-99,152.025,1340.94,1835.25,1609.75,8366,5680,1201.25,476.5
29-12-99,153.581,1348.92,1840.75,1624.5,8345,5770,1228,478
30-12-99,154.236,1355.81,1855,1627.4,8425,5770,1227.5,478.5
31-12-99,154.947,1355.81,1855,1627.4,8425,5770,1227.5,478.5
03-01-00,155.755,1355.81,1855,1627.4,8425,5770,1227.5,478.5
04-01-00,155.484,1339.57,1829.75,1611.25,8295,5770,1210,475.75
05-01-00,157.211,1347.4,1840,1630.5,8289,5950,1204.75,474
06-01-00,157.468,1348.12,1833.75,1635.25,8238.5,5950,1208.5,481.5
07-01-00,159.72,1352.22,1841.4,1648,8162,6070,1206.25,486.75
10-01-00,160.003,1339.47,1822.5,1633.45,8120,6060,1194.25,484
11-01-00,157.704,1337.37,1821.5,1638,8044,6060,1182.75,478.5
12-01-00,155.314,1346.69,1843.5,1641.5,8184,5895,1193.85,479.5
13-01-00,155.821,1348.69,1844.75,1633.3,8105.7,5885,1193.65,476.75
14-01-00,155.774,1355.94,1850,1653,8123.7,5885,1195.4,471.5
17-01-00,156.28,1368.54,1858.5,1692.5,8135,5885,1186,466
18-01-00,154.686,1379.95,1865.25,1723.25,8224,5885,1186.25,464
19-01-00,153.383,1400.19,1895.75,1754.5,8353,5930,1198.5,467
20-01-00,151.393,1391.99,1886,1747,8333,5930,1186.5,463
21-01-00,150.856,1387.25,1882,1730.5,8468,5930,1183,461.25
24-01-00,150.064,1372.75,1853.5,1715.25,8417,5930,1169,460.75
25-01-00,147.995,1369.55,1844.25,1728,8420,5860,1137,462.5
26-01-00,146.596,1361.25,1816,1730.5,8376,5840,1128.5,466.25
27-01-00,145.975,1363.03,1826.5,1724,8483,5770,1133.5,466.5
28-01-00,143.622,1362.48,1820.5,1724.25,8620,5800,1131.25,462.5
31-01-00,141.696,1366.75,1831,1730.5,8739,5800,1118.75,462
01-02-00,141.775,1365.39,1818.5,1740.5,8760,5800,1104,455.5
02-02-00,143.437,1348.78,1789.5,1714.25,8882,5800,1086.95,457
03-02-00,143.496,1349.67,1779.75,1722.5,8955,5795,1101.75,452.1
04-02-00,143.215,1345.97,1781.75,1716,9075,5765,1089.25,449
07-02-00,143.62,1343.55,1784.75,1702.1,9218.5,5700,1083.5,450.75
08-02-00,141.813,1335.65,1775.25,1693.75,9052,5615,1083,451.25
09-02-00,140.702,1341.6,1777.75,1703.25,9235,5615,1086.5,452
10-02-00,139.216,1370.22,1842.85,1709.5,9645,5690,1095.5,454.5
11-02-00,138.623,1372.24,1835.85,1704,9850,5690,1102,461.5
14-02-00,137.656,1365.89,1825.5,1703,9795,5690,1084.25,452
15-02-00,138.517,1348.12,1808,1643,9728,5620,1076,445.5
16-02-00,138.636,1340.4,1795.75,1619,9755,5615,1088.25,448.25
17-02-00,140.184,1348.55,1810.75,1624.75,9985,5630,1096,451.5
18-02-00,137.799,1350.01,1809.5,1633.25,9920,5630,1095.75,451
21-02-00,136.649,1337.64,1785.5,1614,10070,5630,1078.75,447.25
22-02-00,135.288,1349.89,1798,1627.75,10315,5630,1088.5,449.5
23-02-00,134.588,1357.03,1821.75,1633.5,10275,5575,1093.25,451.5
24-02-00,131.852,1363.75,1835.25,1650.75,10160,5575,1098.5,452
25-02-00,130.613,1349.49,1793,1644,10161,5575,1093.75,453.25
28-02-00,128.436,1297.8,1709.5,1590.25,9582,5575,1053,446.5
29-02-00,127.442,1293.08,1697,1571.5,9813,5535,1068.55,442.75
01-03-00,129.068,1331.93,1738.5,1607.25,10620,5540,1119.25,456
02-03-00,128.538,1319.46,1723,1595.5,10320,5540,1117.75,451
03-03-00,127.62,1320.46,1732.75,1591.75,10305,5540,1118,448.75
06-03-00,126.31,1325.25,1737.5,1592.25,10420,5645,1126,448.5
07-03-00,126.576,1316.33,1718.5,1580.5,10365,5700,1131.5,445
08-03-00,125.356,1300.51,1695.25,1555.5,10325,5610,1127,441
09-03-00,126.747,1321.26,1723.75,1570.35,10490,5550,1143.9,443.75
10-03-00,126.24,1323.88,1726.5,1580.3,10521,5545,1131.15,444.3
13-03-00,125.445,1310.48,1708.75,1572.25,10230,5480,1118.5,441
14-03-00,125.459,1323.43,1741,1596,10021,5405,1124.25,439.25
15-03-00,126.975,1322.96,1745.75,1594.25,10050,5355,1119.25,439.5
16-03-00,132.062,1330.69,1763,1601.75,10118,5349,1125.75,439
17-03-00,129.608,1339.76,1773.5,1608.25,10360,5410,1137,438.75
20-03-00,129.124,1331.08,1753.5,1593.5,10440,5410,1126.5,441.75
21-03-00,130.877,1332.99,1775.5,1589.5,10195,5430,1130.5,441.25
22-03-00,129.662,1321.7,1764.5,1566.5,10190,5435,1115,440.5
23-03-00,129.355,1322.4,1762.75,1569,10330,5395,1108.5,439
24-03-00,130.348,1316.68,1750,1566.5,10270,5415,1105.6,438.75
27-03-00,130.877,1306.49,1731.5,1558,10220,5350,1091,434
28-03-00,130.578,1309.51,1736,1565,10150,5335,1097,434.25
29-03-00,130.992,1307.75,1742,1560,10142,5342,1087.75,433.25
30-03-00,130.343,1307.99,1748.75,1554,10200,5318,1092.25,434.25
31-03-00,131.204,1295.66,1734,1525.5,10160,5361,1105.4,437.5
03-04-00,133.456,1283.66,1722.25,1509.5,9985,5370,1097.3,431.5
04-04-00,133.83,1274.06,1721.9,1491.25,9910,5345,1079.5,431.25
05-04-00,133.179,1273.11,1714.75,1491.25,9931,5330,1087,429.5
06-04-00,132.269,1245.98,1660.5,1460,9860,5355,1084.5,418
07-04-00,131.465,1238.58,1654.6,1464,9307,5360,1102,420
10-04-00,130.209,1254.16,1679.25,1468.7,9528,5355,1140.75,421.75
11-04-00,130.701,1268.11,1693.5,1480.2,9933,5404,1140,424.75
12-04-00,131.062,1264.84,1688.25,1479,9861,5390,1133,422.75
13-04-00,129.639,1260.78,1670.1,1463.75,9907,5420,1137,422.25
14-04-00,127.37,1234.82,1638.05,1432.5,9573,5420,1112.75,423.5
17-04-00,123.606,1228.11,1620.5,1418.25,9630,5405,1125.5,420.25
18-04-00,123.555,1239.68,1652,1424,9660,5430,1133.75,428
19-04-00,123.617,1252.5,1678,1445,9580,5430,1146,428
20-04-00,124.421,1247.51,1668,1435.5,9540,5420,1159.75,431.1
21-04-00,123.986,1247.51,1668,1435.5,9540,5420,1159.75,431.1
24-04-00,124.075,1247.51,1668,1435.5,9540,5420,1159.75,431.1
25-04-00,125.174,1262.69,1700.5,1460.75,9515,5420,1164,420.5
26-04-00,124.849,1276.77,1710.5,1476.5,10090,5420,1166,409
27-04-00,123.269,1259.65,1702.5,1441,9970,5370,1161.5,403.75
28-04-00,123.123,1273.91,1727,1462.5,10070,5420,1160.25,412
01-05-00,122.553,1273.91,1727,1462.5,10070,5420,1160.25,412
02-05-00,125.318,1288.38,1764,1476.75,10050,5455,1162.5,409.95
03-05-00,125.38,1268.31,1742,1444.5,9915,5400,1134.75,407
04-05-00,125.304,1270.43,1749,1447.25,9832,5395,1149.25,406.5
05-05-00,126.084,1284.61,1786.5,1456.25,9922,5490,1152,409.25
08-05-00,125.22,1274.64,1771.5,1446,9882,5455,1137.5,410
09-05-00,125.382,1279.96,1780,1452,9965,5450,1140.75,410
10-05-00,125.877,1279.58,1775.5,1449.25,9997,5490,1151.5,409
11-05-00,125.416,1279.28,1778.5,1442,9890,5490,1145.9,406.5
12-05-00,125.471,1294.77,1811,1452.1,10114,5490,1161.95,412.25
15-05-00,126.622,1301.65,1810,1464.75,10282,5465,1168.5,409.5
16-05-00,127.302,1323.81,1830.5,1505.25,10502,5500,1184.25,407.5
17-05-00,124.628,1319.2,1818,1507.5,10487,5500,1168,403
18-05-00,124.708,1318.22,1822.5,1500.25,10598,5500,1162.25,400.75
19-05-00,125.456,1313.88,1814,1496.5,10520,5475,1160,404.5
22-05-00,125.156,1310.27,1803,1495,10408,5475,1161,409.5
23-05-00,123.815,1310.41,1799.75,1493.25,10440,5475,1165.5,414.8
24-05-00,122.186,1312.04,1808,1485.5,10530,5435,1168.25,417.75
25-05-00,120.701,1296.53,1788.5,1459.5,10428,5435,1158.25,421
26-05-00,119.112,1300.19,1798,1472,10315,5400,1149,434
29-05-00,119.624,1300.19,1798,1472,10315,5400,1149,434
30-05-00,120.823,1253.64,1738.5,1438.5,9155,5335,1125,427
31-05-00,119.853,1255.01,1743.5,1446.5,9090,5375,1119,414
01-06-00,120.093,1260.07,1753.5,1449.5,9425,5360,1113.25,414
02-06-00,122.45,1241.36,1724.25,1417.75,9480,5440,1106.5,414.5
05-06-00,122.654,1245.98,1732,1436.5,9185,5340,1098.25,420.75
06-06-00,123.89,1246.91,1738,1440.25,9195,5350,1097,422.25
07-06-00,123.435,1217.15,1688.5,1424.5,8441,5380,1079.25,415.5
